Candidate_ID,Pred_pChEMBL_Mean,Epistemic_Uncertainty_Std,Confidence_Group
WT_Cand_5958,7.543,0.129,High-Confidence (Std <= 0.20)
WT_Cand_5959,6.338,0.446,Low-Confidence (Filtered Out)
WT_Cand_5960,9.212,0.207,Low-Confidence (Filtered Out)
WT_Cand_5961,5.916,0.182,High-Confidence (Std <= 0.20)
WT_Cand_5962,9.271,0.332,Low-Confidence (Filtered Out)
WT_Cand_5963,6.89,0.205,Low-Confidence (Filtered Out)
WT_Cand_5964,5.268,0.247,Low-Confidence (Filtered Out)
WT_Cand_5965,8.423,0.145,High-Confidence (Std <= 0.20)
WT_Cand_5966,6.995,0.193,High-Confidence (Std <= 0.20)
WT_Cand_5967,7.829,0.035,High-Confidence (Std <= 0.20)
WT_Cand_5968,8.257,0.392,Low-Confidence (Filtered Out)
WT_Cand_5969,7.239,0.402,Low-Confidence (Filtered Out)
WT_Cand_5970,6.169,0.104,High-Confidence (Std <= 0.20)
WT_Cand_5971,7.972,0.133,High-Confidence (Std <= 0.20)
WT_Cand_5972,6.851,0.559,Low-Confidence (Filtered Out)
WT_Cand_5973,7.639,0.107,High-Confidence (Std <= 0.20)
WT_Cand_5974,4.373,0.269,Low-Confidence (Filtered Out)
WT_Cand_5975,7.364,0.172,High-Confidence (Std <= 0.20)
WT_Cand_5976,6.116,0.023,High-Confidence (Std <= 0.20)
WT_Cand_5977,8.751,0.214,Low-Confidence (Filtered Out)
WT_Cand_5978,7.567,0.385,Low-Confidence (Filtered Out)
WT_Cand_5979,7.126,0.118,High-Confidence (Std <= 0.20)
WT_Cand_5980,7.409,0.037,High-Confidence (Std <= 0.20)
WT_Cand_5981,5.702,0.288,Low-Confidence (Filtered Out)
WT_Cand_5982,8.717,0.025,High-Confidence (Std <= 0.20)
WT_Cand_5983,9.14,0.027,High-Confidence (Std <= 0.20)
WT_Cand_5984,7.302,0.58,Low-Confidence (Filtered Out)
WT_Cand_5985,8.679,0.339,Low-Confidence (Filtered Out)
WT_Cand_5986,6.195,0.154,High-Confidence (Std <= 0.20)
WT_Cand_5987,5.933,0.22,Low-Confidence (Filtered Out)
WT_Cand_5988,6.897,0.053,High-Confidence (Std <= 0.20)
WT_Cand_5989,7.35,0.17,High-Confidence (Std <= 0.20)
WT_Cand_5990,6.397,0.042,High-Confidence (Std <= 0.20)
WT_Cand_5991,7.468,0.041,High-Confidence (Std <= 0.20)
WT_Cand_5992,7.202,0.3,Low-Confidence (Filtered Out)
WT_Cand_5993,5.702,0.092,High-Confidence (Std <= 0.20)
WT_Cand_5994,7.447,0.077,High-Confidence (Std <= 0.20)
WT_Cand_5995,7.843,0.202,Low-Confidence (Filtered Out)
WT_Cand_5996,7.047,0.074,High-Confidence (Std <= 0.20)
WT_Cand_5997,8.176,0.115,High-Confidence (Std <= 0.20)
WT_Cand_5998,5.45,0.518,Low-Confidence (Filtered Out)
WT_Cand_5999,7.388,0.027,High-Confidence (Std <= 0.20)
WT_Cand_6000,5.504,0.457,Low-Confidence (Filtered Out)
WT_Cand_6001,5.569,0.029,High-Confidence (Std <= 0.20)
WT_Cand_6002,6.124,0.036,High-Confidence (Std <= 0.20)
WT_Cand_6003,5.767,0.236,Low-Confidence (Filtered Out)
WT_Cand_6004,6.22,0.157,High-Confidence (Std <= 0.20)
WT_Cand_6005,6.604,0.064,High-Confidence (Std <= 0.20)
WT_Cand_6006,7.813,0.394,Low-Confidence (Filtered Out)
WT_Cand_6007,6.481,0.099,High-Confidence (Std <= 0.20)
WT_Cand_6008,5.027,0.181,High-Confidence (Std <= 0.20)
WT_Cand_6009,8.161,0.263,Low-Confidence (Filtered Out)
WT_Cand_6010,5.887,0.219,Low-Confidence (Filtered Out)
WT_Cand_6011,6.782,0.144,High-Confidence (Std <= 0.20)
WT_Cand_6012,7.364,0.273,Low-Confidence (Filtered Out)
WT_Cand_6013,7.08,0.022,High-Confidence (Std <= 0.20)
WT_Cand_6014,8.108,0.338,Low-Confidence (Filtered Out)
WT_Cand_6015,7.401,0.107,High-Confidence (Std <= 0.20)
WT_Cand_6016,5.859,0.247,Low-Confidence (Filtered Out)
WT_Cand_6017,9.355,0.138,High-Confidence (Std <= 0.20)
WT_Cand_6018,7.073,0.078,High-Confidence (Std <= 0.20)
WT_Cand_6019,6.681,0.128,High-Confidence (Std <= 0.20)
WT_Cand_6020,7.959,0.186,High-Confidence (Std <= 0.20)
WT_Cand_6021,7.137,0.213,Low-Confidence (Filtered Out)
WT_Cand_6022,7.309,0.189,High-Confidence (Std <= 0.20)
WT_Cand_6023,9.716,0.072,High-Confidence (Std <= 0.20)
WT_Cand_6024,6.534,0.047,High-Confidence (Std <= 0.20)
WT_Cand_6025,6.485,0.053,High-Confidence (Std <= 0.20)
WT_Cand_6026,6.984,0.113,High-Confidence (Std <= 0.20)
WT_Cand_6027,8.082,0.244,Low-Confidence (Filtered Out)
WT_Cand_6028,5.117,0.258,Low-Confidence (Filtered Out)
WT_Cand_6029,4.59,0.082,High-Confidence (Std <= 0.20)
WT_Cand_6030,6.175,0.144,High-Confidence (Std <= 0.20)
WT_Cand_6031,4.971,0.025,High-Confidence (Std <= 0.20)
WT_Cand_6032,6.361,0.099,High-Confidence (Std <= 0.20)
WT_Cand_6033,7.428,0.081,High-Confidence (Std <= 0.20)
WT_Cand_6034,5.826,0.062,High-Confidence (Std <= 0.20)
WT_Cand_6035,5.209,0.159,High-Confidence (Std <= 0.20)
WT_Cand_6036,6.93,0.532,Low-Confidence (Filtered Out)
WT_Cand_6037,7.842,0.152,High-Confidence (Std <= 0.20)
WT_Cand_6038,4.901,0.358,Low-Confidence (Filtered Out)
WT_Cand_6039,7.793,0.3,Low-Confidence (Filtered Out)
WT_Cand_6040,7.79,0.086,High-Confidence (Std <= 0.20)
WT_Cand_6041,7.947,0.275,Low-Confidence (Filtered Out)
WT_Cand_6042,8.251,0.555,Low-Confidence (Filtered Out)
WT_Cand_6043,9.382,0.036,High-Confidence (Std <= 0.20)
WT_Cand_6044,6.44,0.3,Low-Confidence (Filtered Out)
WT_Cand_6045,6.976,0.135,High-Confidence (Std <= 0.20)
WT_Cand_6046,6.371,0.072,High-Confidence (Std <= 0.20)
WT_Cand_6047,6.852,0.202,Low-Confidence (Filtered Out)
WT_Cand_6048,8.613,0.206,Low-Confidence (Filtered Out)
WT_Cand_6049,5.303,0.768,Low-Confidence (Filtered Out)
WT_Cand_6050,5.86,0.075,High-Confidence (Std <= 0.20)
WT_Cand_6051,8.434,0.151,High-Confidence (Std <= 0.20)
WT_Cand_6052,8.023,0.149,High-Confidence (Std <= 0.20)
WT_Cand_6053,6.432,0.075,High-Confidence (Std <= 0.20)
WT_Cand_6054,7.833,0.054,High-Confidence (Std <= 0.20)
WT_Cand_6055,7.242,0.097,High-Confidence (Std <= 0.20)
WT_Cand_6056,8.575,0.13,High-Confidence (Std <= 0.20)
WT_Cand_6057,6.936,0.05,High-Confidence (Std <= 0.20)
WT_Cand_6058,8.029,0.314,Low-Confidence (Filtered Out)
WT_Cand_6059,9.888,0.224,Low-Confidence (Filtered Out)
WT_Cand_6060,7.538,0.037,High-Confidence (Std <= 0.20)
WT_Cand_6061,6.907,0.095,High-Confidence (Std <= 0.20)
WT_Cand_6062,7.681,0.162,High-Confidence (Std <= 0.20)
WT_Cand_6063,6.43,0.263,Low-Confidence (Filtered Out)
WT_Cand_6064,9.596,0.131,High-Confidence (Std <= 0.20)
WT_Cand_6065,7.057,0.251,Low-Confidence (Filtered Out)
WT_Cand_6066,6.536,0.192,High-Confidence (Std <= 0.20)
WT_Cand_6067,5.889,0.275,Low-Confidence (Filtered Out)
WT_Cand_6068,8.112,0.065,High-Confidence (Std <= 0.20)
WT_Cand_6069,7.847,0.23,Low-Confidence (Filtered Out)
WT_Cand_6070,6.278,0.135,High-Confidence (Std <= 0.20)
WT_Cand_6071,7.513,0.35,Low-Confidence (Filtered Out)
WT_Cand_6072,5.115,0.064,High-Confidence (Std <= 0.20)
WT_Cand_6073,7.063,0.195,High-Confidence (Std <= 0.20)
WT_Cand_6074,7.371,0.153,High-Confidence (Std <= 0.20)
WT_Cand_6075,8.813,0.123,High-Confidence (Std <= 0.20)
WT_Cand_6076,5.964,0.1,High-Confidence (Std <= 0.20)
WT_Cand_6077,5.38,0.107,High-Confidence (Std <= 0.20)
WT_Cand_6078,5.82,0.503,Low-Confidence (Filtered Out)
WT_Cand_6079,5.313,0.119,High-Confidence (Std <= 0.20)
WT_Cand_6080,8.387,0.476,Low-Confidence (Filtered Out)
WT_Cand_6081,8.631,0.123,High-Confidence (Std <= 0.20)
WT_Cand_6082,7.218,0.167,High-Confidence (Std <= 0.20)
WT_Cand_6083,8.254,0.144,High-Confidence (Std <= 0.20)
WT_Cand_6084,7.004,0.497,Low-Confidence (Filtered Out)
WT_Cand_6085,6.741,0.286,Low-Confidence (Filtered Out)
WT_Cand_6086,6.467,0.091,High-Confidence (Std <= 0.20)
WT_Cand_6087,6.493,0.026,High-Confidence (Std <= 0.20)
WT_Cand_6088,5.07,0.093,High-Confidence (Std <= 0.20)
WT_Cand_6089,7.154,0.4,Low-Confidence (Filtered Out)
WT_Cand_6090,6.804,0.041,High-Confidence (Std <= 0.20)
WT_Cand_6091,7.707,0.028,High-Confidence (Std <= 0.20)
WT_Cand_6092,6.958,0.073,High-Confidence (Std <= 0.20)
WT_Cand_6093,6.663,0.05,High-Confidence (Std <= 0.20)
WT_Cand_6094,5.848,0.059,High-Confidence (Std <= 0.20)
WT_Cand_6095,6.933,0.013,High-Confidence (Std <= 0.20)
WT_Cand_6096,7.699,0.17,High-Confidence (Std <= 0.20)
WT_Cand_6097,5.535,0.2,High-Confidence (Std <= 0.20)
WT_Cand_6098,6.951,0.119,High-Confidence (Std <= 0.20)
WT_Cand_6099,7.118,0.027,High-Confidence (Std <= 0.20)
WT_Cand_6100,6.024,0.074,High-Confidence (Std <= 0.20)
WT_Cand_6101,6.174,0.195,High-Confidence (Std <= 0.20)
WT_Cand_6102,7.115,0.218,Low-Confidence (Filtered Out)
WT_Cand_6103,5.547,0.014,High-Confidence (Std <= 0.20)
WT_Cand_6104,7.252,0.148,High-Confidence (Std <= 0.20)
WT_Cand_6105,5.82,0.068,High-Confidence (Std <= 0.20)
WT_Cand_6106,8.072,0.139,High-Confidence (Std <= 0.20)
WT_Cand_6107,9.539,0.03,High-Confidence (Std <= 0.20)
WT_Cand_6108,5.86,0.018,High-Confidence (Std <= 0.20)
WT_Cand_6109,7.464,0.116,High-Confidence (Std <= 0.20)
WT_Cand_6110,6.014,0.126,High-Confidence (Std <= 0.20)
WT_Cand_6111,8.047,0.056,High-Confidence (Std <= 0.20)
WT_Cand_6112,5.395,0.445,Low-Confidence (Filtered Out)
WT_Cand_6113,7.403,0.066,High-Confidence (Std <= 0.20)
WT_Cand_6114,5.846,0.064,High-Confidence (Std <= 0.20)
WT_Cand_6115,6.612,0.143,High-Confidence (Std <= 0.20)
WT_Cand_6116,5.664,0.127,High-Confidence (Std <= 0.20)
WT_Cand_6117,7.796,0.066,High-Confidence (Std <= 0.20)
WT_Cand_6118,5.887,0.199,High-Confidence (Std <= 0.20)
WT_Cand_6119,7.485,0.198,High-Confidence (Std <= 0.20)
WT_Cand_6120,6.454,0.146,High-Confidence (Std <= 0.20)
WT_Cand_6121,6.718,0.168,High-Confidence (Std <= 0.20)
WT_Cand_6122,7.02,0.135,High-Confidence (Std <= 0.20)
WT_Cand_6123,5.974,0.128,High-Confidence (Std <= 0.20)
WT_Cand_6124,7.092,0.031,High-Confidence (Std <= 0.20)
WT_Cand_6125,8.61,0.153,High-Confidence (Std <= 0.20)
WT_Cand_6126,5.955,0.291,Low-Confidence (Filtered Out)
WT_Cand_6127,8.198,0.169,High-Confidence (Std <= 0.20)
WT_Cand_6128,8.573,0.104,High-Confidence (Std <= 0.20)
WT_Cand_6129,5.911,0.28,Low-Confidence (Filtered Out)
WT_Cand_6130,5.177,0.169,High-Confidence (Std <= 0.20)
WT_Cand_6131,7.197,0.065,High-Confidence (Std <= 0.20)
WT_Cand_6132,6.22,0.28,Low-Confidence (Filtered Out)
WT_Cand_6133,8.999,0.086,High-Confidence (Std <= 0.20)
WT_Cand_6134,6.89,0.043,High-Confidence (Std <= 0.20)
WT_Cand_6135,5.927,0.057,High-Confidence (Std <= 0.20)
WT_Cand_6136,5.531,0.078,High-Confidence (Std <= 0.20)
WT_Cand_6137,8.103,0.029,High-Confidence (Std <= 0.20)
WT_Cand_6138,6.193,0.376,Low-Confidence (Filtered Out)
WT_Cand_6139,6.9,0.016,High-Confidence (Std <= 0.20)
WT_Cand_6140,7.949,0.219,Low-Confidence (Filtered Out)
WT_Cand_6141,6.293,0.176,High-Confidence (Std <= 0.20)
WT_Cand_6142,6.797,0.166,High-Confidence (Std <= 0.20)
WT_Cand_6143,6.831,0.197,High-Confidence (Std <= 0.20)
WT_Cand_6144,7.636,0.115,High-Confidence (Std <= 0.20)
WT_Cand_6145,7.529,0.22,Low-Confidence (Filtered Out)
WT_Cand_6146,6.597,0.124,High-Confidence (Std <= 0.20)
WT_Cand_6147,6.923,0.094,High-Confidence (Std <= 0.20)
WT_Cand_6148,6.422,0.033,High-Confidence (Std <= 0.20)
WT_Cand_6149,5.151,0.182,High-Confidence (Std <= 0.20)
WT_Cand_6150,7.146,0.185,High-Confidence (Std <= 0.20)
WT_Cand_6151,9.026,0.135,High-Confidence (Std <= 0.20)
WT_Cand_6152,5.834,0.259,Low-Confidence (Filtered Out)
WT_Cand_6153,5.961,0.338,Low-Confidence (Filtered Out)
WT_Cand_6154,5.849,0.082,High-Confidence (Std <= 0.20)
WT_Cand_6155,7.683,0.227,Low-Confidence (Filtered Out)
WT_Cand_6156,7.366,0.032,High-Confidence (Std <= 0.20)
WT_Cand_6157,6.668,0.144,High-Confidence (Std <= 0.20)
WT_Cand_6158,5.794,0.115,High-Confidence (Std <= 0.20)
WT_Cand_6159,6.956,0.265,Low-Confidence (Filtered Out)
WT_Cand_6160,5.051,0.089,High-Confidence (Std <= 0.20)
WT_Cand_6161,7.015,0.352,Low-Confidence (Filtered Out)
WT_Cand_6162,7.852,0.109,High-Confidence (Std <= 0.20)
WT_Cand_6163,5.411,0.033,High-Confidence (Std <= 0.20)
WT_Cand_6164,5.088,0.019,High-Confidence (Std <= 0.20)
WT_Cand_6165,8.666,0.246,Low-Confidence (Filtered Out)
WT_Cand_6166,6.146,0.029,High-Confidence (Std <= 0.20)
WT_Cand_6167,8.156,0.204,Low-Confidence (Filtered Out)
WT_Cand_6168,6.673,0.242,Low-Confidence (Filtered Out)
WT_Cand_6169,6.664,0.064,High-Confidence (Std <= 0.20)
WT_Cand_6170,7.354,0.173,High-Confidence (Std <= 0.20)
WT_Cand_6171,5.833,0.443,Low-Confidence (Filtered Out)
WT_Cand_6172,7.002,0.118,High-Confidence (Std <= 0.20)
WT_Cand_6173,6.411,0.022,High-Confidence (Std <= 0.20)
WT_Cand_6174,5.331,0.075,High-Confidence (Std <= 0.20)
WT_Cand_6175,7.238,0.486,Low-Confidence (Filtered Out)
WT_Cand_6176,6.547,0.258,Low-Confidence (Filtered Out)
WT_Cand_6177,6.669,0.038,High-Confidence (Std <= 0.20)
WT_Cand_6178,5.458,0.331,Low-Confidence (Filtered Out)
WT_Cand_6179,8.68,0.346,Low-Confidence (Filtered Out)
WT_Cand_6180,7.858,0.09,High-Confidence (Std <= 0.20)
WT_Cand_6181,7.959,0.032,High-Confidence (Std <= 0.20)
WT_Cand_6182,6.499,0.309,Low-Confidence (Filtered Out)
WT_Cand_6183,4.861,0.533,Low-Confidence (Filtered Out)
WT_Cand_6184,9.096,0.066,High-Confidence (Std <= 0.20)
WT_Cand_6185,6.78,0.246,Low-Confidence (Filtered Out)
WT_Cand_6186,5.989,0.067,High-Confidence (Std <= 0.20)
WT_Cand_6187,7.329,0.064,High-Confidence (Std <= 0.20)
WT_Cand_6188,8.192,0.173,High-Confidence (Std <= 0.20)
WT_Cand_6189,6.823,0.057,High-Confidence (Std <= 0.20)
WT_Cand_6190,8.32,0.131,High-Confidence (Std <= 0.20)
WT_Cand_6191,8.095,0.354,Low-Confidence (Filtered Out)
WT_Cand_6192,5.612,0.025,High-Confidence (Std <= 0.20)
WT_Cand_6193,6.075,0.272,Low-Confidence (Filtered Out)
WT_Cand_6194,7.951,0.162,High-Confidence (Std <= 0.20)
WT_Cand_6195,3.73,0.199,High-Confidence (Std <= 0.20)
WT_Cand_6196,6.678,0.149,High-Confidence (Std <= 0.20)
WT_Cand_6197,5.205,0.392,Low-Confidence (Filtered Out)
WT_Cand_6198,6.302,0.19,High-Confidence (Std <= 0.20)
WT_Cand_6199,6.506,0.097,High-Confidence (Std <= 0.20)
WT_Cand_6200,6.438,0.162,High-Confidence (Std <= 0.20)
WT_Cand_6201,6.215,0.092,High-Confidence (Std <= 0.20)
WT_Cand_6202,5.588,0.069,High-Confidence (Std <= 0.20)
WT_Cand_6203,9.486,0.328,Low-Confidence (Filtered Out)
WT_Cand_6204,8.998,0.093,High-Confidence (Std <= 0.20)
WT_Cand_6205,5.514,0.017,High-Confidence (Std <= 0.20)
WT_Cand_6206,8.669,0.201,Low-Confidence (Filtered Out)
WT_Cand_6207,6.391,0.098,High-Confidence (Std <= 0.20)
WT_Cand_6208,6.999,0.451,Low-Confidence (Filtered Out)
WT_Cand_6209,6.777,0.229,Low-Confidence (Filtered Out)
WT_Cand_6210,6.091,0.434,Low-Confidence (Filtered Out)
WT_Cand_6211,7.981,0.267,Low-Confidence (Filtered Out)
WT_Cand_6212,6.995,0.335,Low-Confidence (Filtered Out)
WT_Cand_6213,6.302,0.192,High-Confidence (Std <= 0.20)
WT_Cand_6214,5.35,0.281,Low-Confidence (Filtered Out)
WT_Cand_6215,5.822,0.06,High-Confidence (Std <= 0.20)
WT_Cand_6216,4.962,0.266,Low-Confidence (Filtered Out)
WT_Cand_6217,6.864,0.031,High-Confidence (Std <= 0.20)
WT_Cand_6218,5.474,0.131,High-Confidence (Std <= 0.20)
WT_Cand_6219,6.545,0.079,High-Confidence (Std <= 0.20)
WT_Cand_6220,8.426,0.174,High-Confidence (Std <= 0.20)
WT_Cand_6221,8.229,0.09,High-Confidence (Std <= 0.20)
WT_Cand_6222,6.813,0.032,High-Confidence (Std <= 0.20)
WT_Cand_6223,6.75,0.029,High-Confidence (Std <= 0.20)
WT_Cand_6224,9.012,0.036,High-Confidence (Std <= 0.20)
WT_Cand_6225,7.449,0.178,High-Confidence (Std <= 0.20)
WT_Cand_6226,6.473,0.184,High-Confidence (Std <= 0.20)
WT_Cand_6227,5.21,0.09,High-Confidence (Std <= 0.20)
WT_Cand_6228,7.303,0.207,Low-Confidence (Filtered Out)
WT_Cand_6229,7.804,0.12,High-Confidence (Std <= 0.20)
WT_Cand_6230,6.124,0.195,High-Confidence (Std <= 0.20)
WT_Cand_6231,7.185,0.139,High-Confidence (Std <= 0.20)
WT_Cand_6232,6.432,0.274,Low-Confidence (Filtered Out)
WT_Cand_6233,6.638,0.058,High-Confidence (Std <= 0.20)
WT_Cand_6234,3.989,0.013,High-Confidence (Std <= 0.20)
WT_Cand_6235,6.595,0.121,High-Confidence (Std <= 0.20)
WT_Cand_6236,7.965,0.152,High-Confidence (Std <= 0.20)
WT_Cand_6237,6.124,0.045,High-Confidence (Std <= 0.20)
WT_Cand_6238,6.91,0.054,High-Confidence (Std <= 0.20)
WT_Cand_6239,5.981,0.224,Low-Confidence (Filtered Out)
WT_Cand_6240,7.265,0.229,Low-Confidence (Filtered Out)
WT_Cand_6241,6.601,0.116,High-Confidence (Std <= 0.20)
WT_Cand_6242,5.77,0.021,High-Confidence (Std <= 0.20)
WT_Cand_6243,8.382,0.217,Low-Confidence (Filtered Out)
WT_Cand_6244,7.918,0.151,High-Confidence (Std <= 0.20)
WT_Cand_6245,6.154,0.08,High-Confidence (Std <= 0.20)
WT_Cand_6246,7.422,0.298,Low-Confidence (Filtered Out)
WT_Cand_6247,7.468,0.004,High-Confidence (Std <= 0.20)
WT_Cand_6248,7.589,0.132,High-Confidence (Std <= 0.20)
WT_Cand_6249,4.902,0.22,Low-Confidence (Filtered Out)
WT_Cand_6250,8.008,0.031,High-Confidence (Std <= 0.20)
WT_Cand_6251,6.195,0.027,High-Confidence (Std <= 0.20)
WT_Cand_6252,6.438,0.481,Low-Confidence (Filtered Out)
WT_Cand_6253,9.884,0.227,Low-Confidence (Filtered Out)
WT_Cand_6254,7.197,0.395,Low-Confidence (Filtered Out)
WT_Cand_6255,6.406,0.281,Low-Confidence (Filtered Out)
WT_Cand_6256,4.314,0.181,High-Confidence (Std <= 0.20)
WT_Cand_6257,8.448,0.529,Low-Confidence (Filtered Out)
WT_Cand_6258,5.303,0.164,High-Confidence (Std <= 0.20)
WT_Cand_6259,5.696,0.122,High-Confidence (Std <= 0.20)
WT_Cand_6260,6.469,0.281,Low-Confidence (Filtered Out)
WT_Cand_6261,8.479,0.302,Low-Confidence (Filtered Out)
WT_Cand_6262,7.739,0.203,Low-Confidence (Filtered Out)
WT_Cand_6263,6.668,0.08,High-Confidence (Std <= 0.20)
WT_Cand_6264,7.205,0.28,Low-Confidence (Filtered Out)
WT_Cand_6265,6.16,0.079,High-Confidence (Std <= 0.20)
WT_Cand_6266,7.011,0.143,High-Confidence (Std <= 0.20)
WT_Cand_6267,6.934,0.054,High-Confidence (Std <= 0.20)
WT_Cand_6268,7.964,0.058,High-Confidence (Std <= 0.20)
WT_Cand_6269,7.962,0.119,High-Confidence (Std <= 0.20)
WT_Cand_6270,7.418,0.186,High-Confidence (Std <= 0.20)
WT_Cand_6271,6.433,0.515,Low-Confidence (Filtered Out)
WT_Cand_6272,7.703,0.072,High-Confidence (Std <= 0.20)
WT_Cand_6273,6.744,0.148,High-Confidence (Std <= 0.20)
WT_Cand_6274,5.606,0.125,High-Confidence (Std <= 0.20)
WT_Cand_6275,6.386,0.192,High-Confidence (Std <= 0.20)
WT_Cand_6276,6.947,0.103,High-Confidence (Std <= 0.20)
WT_Cand_6277,7.897,0.231,Low-Confidence (Filtered Out)
WT_Cand_6278,6.639,0.05,High-Confidence (Std <= 0.20)
WT_Cand_6279,5.459,0.136,High-Confidence (Std <= 0.20)
WT_Cand_6280,6.915,0.183,High-Confidence (Std <= 0.20)
WT_Cand_6281,6.98,0.315,Low-Confidence (Filtered Out)
WT_Cand_6282,7.064,0.234,Low-Confidence (Filtered Out)
WT_Cand_6283,7.908,0.134,High-Confidence (Std <= 0.20)
WT_Cand_6284,8.022,0.058,High-Confidence (Std <= 0.20)
WT_Cand_6285,6.167,0.562,Low-Confidence (Filtered Out)
WT_Cand_6286,6.141,0.067,High-Confidence (Std <= 0.20)
WT_Cand_6287,5.654,0.035,High-Confidence (Std <= 0.20)
WT_Cand_6288,7.654,0.075,High-Confidence (Std <= 0.20)
WT_Cand_6289,8.516,0.027,High-Confidence (Std <= 0.20)
WT_Cand_6290,6.488,0.181,High-Confidence (Std <= 0.20)
WT_Cand_6291,6.572,0.133,High-Confidence (Std <= 0.20)
WT_Cand_6292,8.537,0.109,High-Confidence (Std <= 0.20)
WT_Cand_6293,7.431,0.121,High-Confidence (Std <= 0.20)
WT_Cand_6294,7.352,0.08,High-Confidence (Std <= 0.20)
WT_Cand_6295,5.48,0.011,High-Confidence (Std <= 0.20)
WT_Cand_6296,7.631,0.282,Low-Confidence (Filtered Out)
WT_Cand_6297,5.781,0.087,High-Confidence (Std <= 0.20)
WT_Cand_6298,5.546,0.028,High-Confidence (Std <= 0.20)
WT_Cand_6299,6.451,0.365,Low-Confidence (Filtered Out)
WT_Cand_6300,6.176,0.097,High-Confidence (Std <= 0.20)
WT_Cand_6301,6.595,0.095,High-Confidence (Std <= 0.20)
WT_Cand_6302,5.193,0.199,High-Confidence (Std <= 0.20)
WT_Cand_6303,7.953,0.08,High-Confidence (Std <= 0.20)
WT_Cand_6304,8.147,0.026,High-Confidence (Std <= 0.20)
WT_Cand_6305,4.611,0.072,High-Confidence (Std <= 0.20)
WT_Cand_6306,7.975,0.165,High-Confidence (Std <= 0.20)
WT_Cand_6307,5.918,0.072,High-Confidence (Std <= 0.20)
WT_Cand_6308,7.836,0.056,High-Confidence (Std <= 0.20)
WT_Cand_6309,6.771,0.041,High-Confidence (Std <= 0.20)
WT_Cand_6310,6.883,0.185,High-Confidence (Std <= 0.20)
WT_Cand_6311,6.637,0.161,High-Confidence (Std <= 0.20)
WT_Cand_6312,8.244,0.205,Low-Confidence (Filtered Out)
WT_Cand_6313,5.424,0.11,High-Confidence (Std <= 0.20)
WT_Cand_6314,7.549,0.086,High-Confidence (Std <= 0.20)
WT_Cand_6315,8.117,0.059,High-Confidence (Std <= 0.20)
WT_Cand_6316,7.674,0.098,High-Confidence (Std <= 0.20)
WT_Cand_6317,9.523,0.018,High-Confidence (Std <= 0.20)
WT_Cand_6318,6.242,0.171,High-Confidence (Std <= 0.20)
WT_Cand_6319,7.951,0.089,High-Confidence (Std <= 0.20)
WT_Cand_6320,6.728,0.308,Low-Confidence (Filtered Out)
WT_Cand_6321,8.268,0.126,High-Confidence (Std <= 0.20)
WT_Cand_6322,6.841,0.011,High-Confidence (Std <= 0.20)
WT_Cand_6323,6.404,0.153,High-Confidence (Std <= 0.20)
WT_Cand_6324,8.352,0.573,Low-Confidence (Filtered Out)
WT_Cand_6325,6.285,0.184,High-Confidence (Std <= 0.20)
WT_Cand_6326,5.225,0.25,Low-Confidence (Filtered Out)
WT_Cand_6327,6.256,0.053,High-Confidence (Std <= 0.20)
WT_Cand_6328,7.562,0.114,High-Confidence (Std <= 0.20)
WT_Cand_6329,8.451,0.056,High-Confidence (Std <= 0.20)
WT_Cand_6330,6.978,0.227,Low-Confidence (Filtered Out)
WT_Cand_6331,8.366,0.057,High-Confidence (Std <= 0.20)
WT_Cand_6332,5.288,0.109,High-Confidence (Std <= 0.20)
WT_Cand_6333,6.34,0.242,Low-Confidence (Filtered Out)
WT_Cand_6334,6.518,0.225,Low-Confidence (Filtered Out)
WT_Cand_6335,6.718,0.15,High-Confidence (Std <= 0.20)
WT_Cand_6336,6.947,0.337,Low-Confidence (Filtered Out)
WT_Cand_6337,7.645,0.241,Low-Confidence (Filtered Out)
WT_Cand_6338,6.338,0.073,High-Confidence (Std <= 0.20)
WT_Cand_6339,7.01,0.027,High-Confidence (Std <= 0.20)
WT_Cand_6340,6.798,0.05,High-Confidence (Std <= 0.20)
WT_Cand_6341,5.785,0.254,Low-Confidence (Filtered Out)
WT_Cand_6342,6.719,0.183,High-Confidence (Std <= 0.20)
WT_Cand_6343,6.685,0.34,Low-Confidence (Filtered Out)
WT_Cand_6344,6.66,0.199,High-Confidence (Std <= 0.20)
WT_Cand_6345,6.887,0.246,Low-Confidence (Filtered Out)
WT_Cand_6346,6.937,0.169,High-Confidence (Std <= 0.20)
WT_Cand_6347,6.353,0.07,High-Confidence (Std <= 0.20)
WT_Cand_6348,8.314,0.066,High-Confidence (Std <= 0.20)
WT_Cand_6349,5.505,0.051,High-Confidence (Std <= 0.20)
WT_Cand_6350,6.021,0.07,High-Confidence (Std <= 0.20)
WT_Cand_6351,10.047,0.346,Low-Confidence (Filtered Out)
WT_Cand_6352,5.656,0.221,Low-Confidence (Filtered Out)
WT_Cand_6353,5.293,0.111,High-Confidence (Std <= 0.20)
WT_Cand_6354,7.695,0.187,High-Confidence (Std <= 0.20)
WT_Cand_6355,4.461,0.185,High-Confidence (Std <= 0.20)
WT_Cand_6356,6.579,0.37,Low-Confidence (Filtered Out)
WT_Cand_6357,9.318,0.101,High-Confidence (Std <= 0.20)
WT_Cand_6358,5.073,0.161,High-Confidence (Std <= 0.20)
WT_Cand_6359,4.571,0.247,Low-Confidence (Filtered Out)
